"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FN1",1.11989055312803e-09,-1.08771073166323,0.055,0.231,1.15337528066655e-05
"EPN3",1.1745304694781e-09,-4.27334258370189,0.003,0.112,1.20964893051549e-05
"FERMT3",1.19855847658558e-09,5.05409098789018,0.182,0.027,1.23439537503549e-05
"ARMCX2",1.20226741443408e-09,-3.31051825115053,0.003,0.112,1.23821521012566e-05
"ATP6AP2",1.20347760756973e-09,-0.392842877247161,0.199,0.508,1.23946158803607e-05
"DOCK5",1.21058580146087e-09,-1.39636091061737,0.02,0.158,1.24678231692455e-05
"ENPP5",1.21165418481537e-09,-3.63425935201049,0.003,0.112,1.24788264494135e-05
"B4GALNT3",1.22111238812019e-09,-3.48733526111383,0.003,0.112,1.25762364852499e-05
"GPR157",1.22111238812019e-09,-2.57917551715706,0.003,0.112,1.25762364852499e-05
"CHML",1.23064255312657e-09,-1.55375567039264,0.003,0.112,1.26743876546506e-05
"CLDN23",1.23064255312657e-09,-2.01933422473675,0.003,0.112,1.26743876546506e-05
"ENC1",1.24578128792513e-09,-0.406438004943418,0.064,0.254,1.28303014843409e-05
"CSTF3",1.32217785664984e-09,-1.78390952738359,0.029,0.177,1.36171097456367e-05
"ESAM",1.32986553489257e-09,-3.97462825778594,0.006,0.119,1.36962851438586e-05
"DOHH",1.3679635584882e-09,-0.634014938984464,0.04,0.204,1.408865668887e-05
"DIS3L2",1.38201693826953e-09,-0.541401049406921,0.032,0.185,1.42333924472379e-05
"ATP5G3",1.39125009529347e-09,-0.763504854265861,0.425,0.75,1.43284847314274e-05
"ADCY9",1.40067595396305e-09,-3.17562371575598,0.006,0.119,1.44255616498654e-05
"CHMP6",1.41367611093462e-09,-0.689059988419998,0.032,0.185,1.45594502665156e-05
"C1GALT1C1",1.41768015506569e-09,-1.01832785756134,0.032,0.185,1.46006879170215e-05
"BORCS8",1.42778593920028e-09,-0.500923674718207,0.04,0.204,1.47047673878236e-05
"EXD3",1.43213620115244e-09,-2.46054751682556,0.006,0.119,1.4749570735669e-05
"FSTL1",1.46168294004942e-09,-2.89596151026701,0.009,0.127,1.5053872599569e-05
"C11orf80",1.464284783e-09,-1.89110158079864,0.006,0.119,1.5080668980117e-05
"CCDC71",1.464284783e-09,-2.20511473377575,0.006,0.119,1.5080668980117e-05
"FXR2",1.47515646197636e-09,-1.55962422630516,0.006,0.119,1.51926364018946e-05
"CAPN5",1.48610679642613e-09,-1.91491366347336,0.006,0.119,1.53054138963927e-05
"BUD31",1.48846367003652e-09,-0.708856162565486,0.306,0.646,1.53296873377061e-05
"GPNMB",1.49703958878461e-09,-1.28846361112775,0.017,0.15,1.54180107248927e-05
"DLG5",1.54566805250658e-09,-0.970713219956403,0.017,0.15,1.59188352727653e-05
"CD99L2",1.54705992801917e-09,-2.19368695198169,0.009,0.127,1.59331701986694e-05
"DEGS2",1.54705992801917e-09,-2.33415718700454,0.009,0.127,1.59331701986694e-05
"DMXL2",1.58031336045643e-09,-2.14600972846411,0.009,0.127,1.62756472993408e-05
"GBE1",1.58076152337914e-09,-1.9304824118533,0.012,0.135,1.62802629292818e-05
"ANKRD42",1.61896696471937e-09,-1.92141516086426,0.012,0.135,1.66737407696448e-05
"ARFIP1",1.62860454300805e-09,-0.901966908946154,0.029,0.177,1.67729981884399e-05
"CD320",1.65934996834287e-09,-0.507490304277264,0.098,0.319,1.70896453239633e-05
"DHRS13",1.66942315230177e-09,-1.2754015139579,0.012,0.135,1.71933890455559e-05
"DVL1",1.66942315230177e-09,-1.51328860792848,0.012,0.135,1.71933890455559e-05
"DDX55",1.74535823023637e-09,-0.945501162469195,0.029,0.177,1.79754444132044e-05
"ATP5S",1.8426831224813e-09,-0.454668523147813,0.046,0.215,1.89777934784349e-05
"ETAA1",1.9130688970096e-09,-7.46397033115168,0,0.1,1.97026965703018e-05
"ANO10",1.91307664008227e-09,-7.04474789659833,0,0.1,1.97027763162073e-05
"ARHGEF17",1.91307664008227e-09,-6.67863209863194,0,0.1,1.97027763162073e-05
"BTC",1.91307664008227e-09,-6.25706569218853,0,0.1,1.97027763162073e-05
"CTSV",1.91307664008227e-09,-7.58284958244708,0,0.1,1.97027763162073e-05
"DOCK1",1.91307664008227e-09,-6.92696930572645,0,0.1,1.97027763162073e-05
"FAM198B",1.91307664008227e-09,-7.36084267908237,0,0.1,1.97027763162073e-05
"FKBP7",1.91307664008227e-09,-7.57661279831918,0,0.1,1.97027763162073e-05
"GALNT5",1.91307664008227e-09,-7.17855825000218,0,0.1,1.97027763162073e-05
"ERF",1.92769851101086e-09,-0.910809014853278,0.026,0.169,1.98533669649008e-05
"CEBPB",2.00213988385646e-09,-0.257216827027937,0.211,0.535,2.06200386638377e-05
"CPSF2",2.08333959468938e-09,-0.678645437638141,0.043,0.208,2.1456314485706e-05
"CSNK2B",2.1229248860639e-09,-0.489895893739253,0.283,0.646,2.18640034015721e-05
"CEP104",2.23319181716695e-09,-0.363832120354746,0.026,0.169,2.29996425250024e-05
"GBF1",2.24661694724027e-09,-1.16410693031943,0.023,0.162,2.31379079396276e-05
"FBXO2",2.24704999676579e-09,-0.894170292572052,0.052,0.223,2.31423679166909e-05
"GPM6B",2.26536278389865e-09,-4.05018410845314,0.014,0.138,2.33309713113722e-05
"HCLS1",2.26564880817546e-09,3.8046445636743,0.295,0.123,2.33339170753991e-05
"GALNT11",2.29804474627348e-09,-0.288919076426579,0.075,0.273,2.36675628418706e-05
"CCDC92",2.35758597464751e-09,-1.0246965664572,0.023,0.162,2.42807779528947e-05
"COG7",2.51892502438993e-09,-0.813782749511825,0.023,0.162,2.59424088261919e-05
"CPSF1",2.51892502438993e-09,-0.871059961365775,0.023,0.162,2.59424088261919e-05
"DYSF",2.52136647113055e-09,-3.0984434807366,0.003,0.108,2.59675532861735e-05
"BCL7A",2.54099628655987e-09,-3.41081520215742,0.003,0.108,2.61697207552801e-05
"FAM65A",2.56077491403039e-09,-3.20400185053052,0.003,0.108,2.6373420839599e-05
"FUZ",2.56077491403039e-09,-2.91037759118156,0.003,0.108,2.6373420839599e-05
"GEMIN8",2.62303446080686e-09,-1.86157791631792,0.017,0.146,2.70146319118499e-05
"EXT2",2.63284684200766e-09,-1.00164994797389,0.02,0.154,2.71156896258369e-05
"EVI2A",2.67182866882492e-09,2.98819036525357,0.228,0.058,2.75171634602278e-05
"FAM8A1",2.71829549480722e-09,-0.645055793883363,0.032,0.181,2.79957253010196e-05
"DHX33",2.77769064827602e-09,-1.81269567846656,0.017,0.146,2.86074359865947e-05
"H2AFV",2.80812244223155e-09,-0.689278629349965,0.315,0.665,2.89208530325427e-05
"GS1-124K5.4",2.85280313120001e-09,-0.596125469815692,0.02,0.154,2.93810194482289e-05
"ANOS1",2.98449625015846e-09,-2.51215243662706,0.006,0.115,3.0737326880382e-05
"CD302",2.98449625015846e-09,-2.59747857188903,0.006,0.115,3.0737326880382e-05
"C20orf194",3.0065696738094e-09,-2.44739170927264,0.006,0.115,3.09646610705631e-05
"GKAP1",3.01686372376352e-09,-1.65898459330032,0.017,0.146,3.10706794910405e-05
"FBXO11",3.04889473839746e-09,-0.347541888968717,0.04,0.2,3.14005669107554e-05
"ALDH5A1",3.09646384857263e-09,-1.66135419875636,0.006,0.115,3.18904811764495e-05
"GPATCH2",3.15367636131659e-09,-0.838351615528896,0.029,0.173,3.24797128451996e-05
"DAPL1",3.15422344191378e-09,-2.58689527457862,0.009,0.123,3.248534722827e-05
"EDEM3",3.18085743435086e-09,-0.882861429552793,0.029,0.173,3.27596507163795e-05
"C1orf109",3.22166660085176e-09,-2.31615690063991,0.009,0.123,3.31799443221722e-05
"DIEXF",3.23131898570068e-09,-1.79875775221134,0.014,0.138,3.32793542337313e-05
"CASD1",3.24126710461055e-09,-2.02574063554314,0.012,0.131,3.33818099103841e-05
"APPBP2",3.28251649175246e-09,-0.926074786100872,0.029,0.173,3.38066373485586e-05
"ELK1",3.31377848523958e-09,-2.15316988853063,0.009,0.123,3.41286046194824e-05
"AMMECR1L",3.31702076741485e-09,-1.07253319931875,0.014,0.138,3.41619968836056e-05
"CBX3",3.37585052286035e-09,-0.344491536259069,0.263,0.619,3.47678845349388e-05
"ASAP1",3.38342389135583e-09,-1.55075849979555,0.026,0.165,3.48458826570736e-05
"CDKN2B",3.38454001577082e-09,-1.72983532202241,0.009,0.123,3.48573776224237e-05
"CMTR1",3.39875755422393e-09,-1.13224480654989,0.012,0.131,3.50038040509523e-05
"FMNL1",3.40158415652885e-09,3.53604195618862,0.231,0.065,3.50329152280906e-05
"CCDC24",3.40845245646626e-09,-1.40076295670391,0.009,0.123,3.5103651849146e-05
"HAUS4",3.42185577174163e-09,-1.25828208866366,0.012,0.131,3.52416925931671e-05
"C10orf35",3.44510678434943e-09,-0.944508944136316,0.012,0.131,3.54811547720148e-05
"G2E3",3.44973705915336e-09,-0.769032614785662,0.014,0.138,3.55288419722205e-05
"CSDE1",3.59567575950671e-09,-0.348464504311039,0.263,0.623,3.70318646471596e-05
"CD68",3.62968002748773e-09,-1.32740519789849,0.026,0.165,3.73820746030962e-05
"FAM199X",3.697742095074e-09,-0.482405005051557,0.038,0.192,3.80830458371671e-05
"FGR",3.8075267636933e-09,8.28033641140724,0.133,0.004,3.92137181392773e-05
"CHMP1A",4.02192253984058e-09,-0.311100772559289,0.101,0.319,4.14217802378181e-05
"CLN6",4.05567110319463e-09,-1.06371151402143,0.026,0.165,4.17693566918015e-05
"ABR",4.05987090783768e-09,-0.627034644107734,0.035,0.185,4.18126104798203e-05
"GTF2IRD2",4.12698111587768e-09,-0.70008661942353,0.035,0.185,4.25037785124242e-05
"BCL11B",4.14569159125173e-09,4.76876369369698,0.142,0.008,4.26964776983016e-05
"CREBZF",4.22457147476519e-09,-0.440483199847281,0.026,0.165,4.35088616186067e-05
"ANKZF1",4.26057736115170e-09,-0.61893834370271,0.049,0.215,4.38796862425013e-05
"ANKRD10",4.2792768788963e-09,-0.558308916115238,0.078,0.273,4.4072272575753e-05
"FARSB",4.38240630338539e-09,-0.554457904287969,0.035,0.185,4.51344025185661e-05
"ARAP1",4.4403785729204e-09,-1.15471041054106,0.023,0.158,4.57314589225072e-05
"DCAF10",4.55138902770239e-09,-0.723427178151803,0.04,0.196,4.6874755596307e-05
"EIF5",4.5668812142296e-09,-0.526495469790401,0.321,0.681,4.70343096253506e-05
"DCAF11",4.5978746740907e-09,0.254265686615109,0.078,0.277,4.73535112684602e-05
"ARID1B",4.73202331868969e-09,-0.307408264558008,0.049,0.215,4.87351081591852e-05
"ARID3A",4.73521396776917e-09,-0.992664556333588,0.032,0.177,4.87679686540546e-05
"EMC10",4.90747594158152e-09,-0.256638842432003,0.205,0.519,5.05420947223481e-05
"ARL13B",5.06333553298832e-09,-0.601782634041013,0.023,0.158,5.21472926542467e-05
"DDX18",5.08042673299715e-09,-0.27624102642975,0.208,0.519,5.23233149231377e-05
"ASCC2",5.11574804023015e-09,-0.480824078885215,0.11,0.331,5.26870890663303e-05
"DCTN4",5.11888728324632e-09,-0.779618814754562,0.032,0.177,5.27194201301539e-05
"CCDC80",5.15674354894531e-09,-4.62710675007419,0.003,0.104,5.31093018105878e-05
"GTPBP4",5.18978021208178e-09,-0.271761713124278,0.055,0.227,5.34495464042303e-05
"CCNB1",5.2371752939029e-09,-4.00245980677058,0.003,0.104,5.3937668351906e-05
"CCT2",5.27470366442384e-09,-0.34604633614235,0.176,0.458,5.43241730399011e-05
"BIRC5",5.27783814728945e-09,-3.79259980534453,0.003,0.104,5.4356455078934e-05
"HOXB3",5.31880810604788e-09,-3.36205647919672,0.003,0.104,5.47784046841872e-05
"BTBD3",5.36008742102234e-09,-3.10077658534097,0.003,0.104,5.52035403491091e-05
"ABCC4",5.40167835902112e-09,-1.80495238138029,0.003,0.104,5.56318854195585e-05
"BMPR1A",5.40167835902112e-09,-2.27341264859559,0.003,0.104,5.56318854195585e-05
"C9orf9",5.40167835902112e-09,-1.95913778148848,0.003,0.104,5.56318854195585e-05
"EXD2",5.40167835902112e-09,-3.13965233350962,0.003,0.104,5.56318854195585e-05
"FAHD2B",5.40167835902112e-09,-2.17179366695678,0.003,0.104,5.56318854195585e-05
"GTPBP2",5.40167835902112e-09,-2.7899067001422,0.003,0.104,5.56318854195585e-05
"DNASE1",5.40740410944769e-09,-1.15750284163362,0.02,0.15,5.56908549232018e-05
"CTC-444N24.11",5.41128707244367e-09,-0.611577977107459,0.032,0.177,5.57308455590973e-05
"COX6B1",5.43254455813543e-09,-0.725245493352652,0.555,0.835,5.59497764042368e-05
"EEF2KMT",5.44060526103276e-09,-0.780773433675267,0.02,0.15,5.60327935833764e-05
"GTF2F1",5.49213697622989e-09,0.593666259856429,0.072,0.265,5.65635187181916e-05
"CDKN2A",5.61310890999121e-09,-2.42332401212458,0.049,0.204,5.78094086639994e-05
"CCND2",5.66084578049418e-09,3.96375025268559,0.185,0.035,5.83010506933096e-05
"ACOX3",5.85180812528022e-09,-3.43205088762472,0.006,0.112,6.0267771882261e-05
"AHI1",5.91054867375581e-09,-0.574633474818572,0.058,0.231,6.08727407910111e-05
"ELK3",5.93084205246148e-09,-0.780310115739537,0.038,0.188,6.10817422983008e-05
"ELK4",6.11515674781367e-09,-0.651434190429982,0.055,0.227,6.2979999345733e-05
"GCNT1",6.21290999118746e-09,-0.977529855282927,0.017,0.142,6.39867599992396e-05
"FARP2",6.25149090446125e-09,-2.28733445442341,0.006,0.112,6.43841048250464e-05
"CLUH",6.29750588565861e-09,-2.27024137114521,0.006,0.112,6.4858013116398e-05
"FAM20B",6.3711999681765e-09,-0.876437193804321,0.017,0.142,6.56169884722498e-05
"CENPL",6.37829780860997e-09,-1.40976576172467,0.014,0.135,6.56900891308741e-05
"C10orf76",6.43753625787174e-09,-1.43374069234115,0.006,0.112,6.63001859198211e-05
"AC004556.1",6.5463075148527e-09,-1.58434922998197,0.014,0.135,6.7420421095468e-05
"BAHD1",6.5518826907653e-09,-2.44963328988296,0.009,0.119,6.74778398321919e-05
"HOXA10",6.76190899537412e-09,-1.7186676760359,0.012,0.127,6.96409007433581e-05
"CERCAM",6.80758568671242e-09,-1.89626093343648,0.012,0.127,7.01113249874512e-05
"FAM221A",6.80758568671242e-09,-1.69916272493546,0.012,0.127,7.01113249874512e-05
"GPN1",6.81737431704753e-09,-0.266903854871474,0.058,0.231,7.02121380912725e-05
"CEP41",6.8332498738554e-09,-1.51656537807679,0.009,0.119,7.03756404508368e-05
"DDX49",6.84983120352948e-09,-0.376184369519749,0.058,0.231,7.05464115651501e-05
"FAM228B",6.89984105028035e-09,-1.71411616881262,0.012,0.127,7.10614629768373e-05
"HMG20A",6.94642355752749e-09,-1.71710353007707,0.012,0.127,7.15412162189756e-05
"DHDDS",6.97830588203251e-09,-1.39476721275078,0.009,0.119,7.18695722790528e-05
"C10orf95",7.0273200375705e-09,-1.31961255048715,0.009,0.119,7.23743690669386e-05
"GIMAP1",7.39761041263165e-09,2.31183644759821,0.199,0.038,7.61879896396934e-05
"CLUAP1",7.51626427185079e-09,-0.900121566886393,0.026,0.162,7.74100057357913e-05
"AGO2",7.60849338915215e-09,-0.378133145731421,0.078,0.269,7.8359873414878e-05
"DDX56",7.85335450687175e-09,-0.560721899995373,0.061,0.235,8.08816980662721e-05
"ARRB1",7.94785056889608e-09,-0.772788790338267,0.035,0.181,8.18549130090608e-05
"DCAF5",8.07631790134859e-09,-0.304057037295327,0.072,0.258,8.31779980659891e-05
"APBB1IP",8.18598325201537e-09,4.6893597997146,0.182,0.035,8.43074415125063e-05
"FAM98C",8.30834230539834e-09,-0.402087230270283,0.049,0.212,8.55676174032975e-05
"CSNK2A2",8.32146524445934e-09,-0.647604572638431,0.035,0.181,8.57027705526868e-05
"GSTO1",8.38068416124523e-09,-0.437001189070314,0.223,0.523,8.63126661766646e-05
"FOXJ3",8.78494981363379e-09,-0.658850068268998,0.04,0.192,9.04761981306144e-05
"C15orf61",8.95093900750257e-09,-0.426309114395716,0.064,0.242,9.21857208382689e-05
"HOMER1",9.32974444762242e-09,-0.745419564045105,0.023,0.154,9.60870380660633e-05
"FRS2",9.38507519347427e-09,-0.980579893172006,0.023,0.154,9.66568894175915e-05
"EOMES",9.55186123385112e-09,9.17157207127298,0.118,0,9.83746188474327e-05
"AHCTF1",9.66654862550615e-09,-0.39701424734141,0.023,0.154,9.95557842940878e-05
"CCDC25",9.67711568717104e-09,-0.294684220246386,0.087,0.285,9.96646144621746e-05
"C5orf45",9.95726644742122e-09,-1.22034654592199,0.038,0.185,0.000102549887141991
"FOS",1.04249939347877e-08,-0.329649502533558,0.413,0.762,0.000107367012534379
"BAP1",1.07174663376354e-08,-0.655072212307572,0.032,0.173,0.000110379185811307
"GPR171",1.08494399957693e-08,5.8209149807276,0.142,0.012,0.000111738382516428
"HHIP",1.09428591263942e-08,-3.96052128843449,0.003,0.1,0.000112700506142734
"HINT1",1.09876842649944e-08,-0.584715910215158,0.74,0.873,0.000113162160245177
"BBOF1",1.11129121436836e-08,-3.78422008842684,0.003,0.1,0.000114451882167797
"ATL1",1.11988989581334e-08,-3.14354524212871,0.003,0.1,0.000115337460369816
"DUSP8",1.11988989581334e-08,-3.18528689708918,0.003,0.1,0.000115337460369816
"ARHGAP25",1.12712377468794e-08,4.83329105535199,0.162,0.023,0.000116082477555111
"ANLN",1.12855322011213e-08,-3.02454420990149,0.003,0.1,0.000116229696139348
"ARHGEF10L",1.12855322011213e-08,-2.32567842590586,0.003,0.1,0.000116229696139348
"COLCA1",1.12855322011213e-08,-2.76622401983421,0.003,0.1,0.000116229696139348
"GYLTL1B",1.12855322011213e-08,-2.35913073348873,0.003,0.1,0.000116229696139348
"ABCB8",1.13888003566636e-08,-1.09438912585861,0.017,0.138,0.000117293254873279
"BIK",1.14672052820478e-08,-0.806231372128428,0.02,0.146,0.00011810074719981
"GALK2",1.16142472129143e-08,-0.76951335646255,0.029,0.165,0.000119615132045805
"GCN1",1.23924298872253e-08,-1.59356228811043,0.014,0.131,0.000127629635408533
"GATAD2B",1.25218600264418e-08,-0.786550456518933,0.055,0.219,0.000128962636412324
